18.04.2024,Regular,"32,00",MAGTICOM Nastya ,5,.04.24
18.04.2024,Hobby,"63,91",,5,.04.24
19.04.2024,Delivery,"65,99",,6,.04.24
19.04.2024,Bad habits,"7,80",,6,.04.24
19.04.2024,Groceries,"1,55",,6,.04.24
19.04.2024,Hobby,"20,00",volleyball,6,.04.24
19.04.2024,Transport,"24,00",,6,.04.24
19.04.2024,Groceries,"11,36",,6,.04.24
19.04.2024,Delivery,"27,75",,6,.04.24
20.04.2024,Bad habits,"300,00",,7,.04.24
